#INFO	-ref=VIZ5b6c970a1bd80	
#Name: J/A+A/468/1115/table1
#Title: Thorium and argon line list
#Column	Lambda	(F11.6)	Vacuum wavelength	[ucd=em.wl]
#Column	e_Lambda	(F9.6)	Uncertainty on wavelength	[ucd=stat.error]
#Column	Intensity	(I7)	Line peak intensity (in e^-^)	[ucd=phot.flux.density]
#Column	preLambda	(F11.6)	Unkwn Previously-known wavelength	[ucd=em.wl]
#Column	ID	(a6)	Line identification (1)	[ucd=phys.atmol.ionStage]
Name,Obs_Wave,Obs_Unc,Rel_Intensity,Matched_Wave
Unkwn,5234.303237,0.000183,1358,
Unkwn,5234.395346,0.000144,6205,
Unkwn,5234.488014,0.000240,696,
ThII,5234.682277,0.000142,50749,5234.682298
Unkwn,5234.820805,0.000173,1219,
ThI,5235.564038,0.000142,41297,5235.564047
ThI,5235.702534,0.000142,10442,5235.703163
Unkwn,5236.199886,0.000333,3636,
NoID,5236.270644,0.000478,2076,5236.268334
Unkwn,5237.174624,0.000160,1546,
Unkwn,5237.478461,0.000144,4204,
Unkwn,5237.692443,0.000141,9929,
ThI,5238.690583,0.000143,3146,5238.691112
ThII,5239.085654,0.000143,3277,5239.086059
ThII,5239.363818,0.000143,8215,5239.361460
ThI,5239.436567,0.000483,1867,5239.441261
ThI,5240.271407,0.000138,320441,5240.272027
ThI,5240.931911,0.000189,13457,5240.932617
ThI,5241.010202,0.000137,297079,5241.010570
ThI,5241.432367,0.000147,1578,5241.433477
ThII,5241.655100,0.000136,80052,5241.655520
Unkwn,5241.772717,0.001061,788,
Unkwn,5243.154750,0.000779,558,
Unkwn,5243.246454,0.000458,3251,
NoID,5243.312121,0.000230,9425,5243.313526
ThII,5243.548737,0.000136,7578,5243.548459
ThI,5244.141534,0.000139,2952,5244.141974
Unkwn,5244.861436,0.000153,979,
NoID,5245.096787,0.000143,1780,5245.096295
ThI,5245.200163,0.000134,9951,5245.200096
ThI,5245.296502,0.000136,4578,5245.296638
Unkwn,5245.771233,0.000140,2182,
Unkwn,5245.969863,0.000879,488,
ThI,5246.049538,0.000867,2528,5246.048763
NoID,5246.103285,0.000715,2852,5246.103723
ArII,5246.836838,0.000133,22423,5246.837854
Unkwn,5247.156882,0.000212,1643,
Unkwn,5248.331576,0.000145,2114,
Unkwn,5248.495995,0.000741,1072,
ThI,5248.657634,0.000194,57152,5248.657429
ThI,5248.747944,0.000232,8424,5248.747128
ThI,5248.822460,0.000228,9594,5248.821678
Unkwn,5248.919567,0.000462,1455,
ThII,5249.115551,0.000184,332109,5249.115378
Unkwn,5249.444746,0.000171,7764,
Unkwn,5249.933470,0.000178,2928,
Unkwn,5250.044390,0.000280,2067,
Unkwn,5250.128676,0.001340,417,
Unkwn,5250.615195,0.000332,5603,
Unkwn,5250.695322,0.001351,824,
ArII,5251.006770,0.000186,13061,5251.006927
ThI,5252.334360,0.000177,62130,5252.334299
ArII,5252.564337,0.000571,6804,5252.566675
ThI,5252.644302,0.000935,2979,5252.642050
Unkwn,5252.704906,0.002322,761,
Unkwn,5253.160731,0.000551,663,
NoID,5253.242865,0.000154,1322,5253.241406
ThI,5254.029695,0.000176,6983,5254.030068
NoID,5254.904167,0.000173,12382,5254.906392
Unkwn,5255.000271,0.000803,804,
ThI,5255.136138,0.000175,4769,5255.136924
ThI,5255.572128,0.000172,13216,5255.571229
ArI,5255.928462,0.000173,58531,5255.926929
Unkwn,5256.043390,0.001007,1136,
Unkwn,5256.859178,0.001170,1102,
Unkwn,5256.936902,0.001742,627,
ThI,5257.036448,0.000176,9478,5257.036380
Unkwn,5257.131366,0.000552,1838,
ThI,5257.382733,0.000350,8530,5257.381692
Unkwn,5257.439999,0.001912,1020,
Unkwn,5257.730615,0.000209,945,
ArII,5258.025955,0.000179,10412,5258.026559
NoID,5258.509074,0.000187,1706,5258.509925
Unkwn,5259.440607,0.000221,1103,
Unkwn,5259.674889,0.000160,15034,
ThI,5259.823677,0.000172,1106820,5259.823803
Unkwn,5260.242384,0.000315,814,
Unkwn,5260.371317,0.000185,1163,
ThI,5261.048137,0.000163,3064,5261.047910
ThI,5261.239814,0.000158,21208,5261.239896
Unkwn,5261.407342,0.000267,1207,
ThI,5261.568454,0.000157,196342,5261.568153
NoID,5261.796053,0.000166,4566,5261.791075
Unkwn,5262.326418,0.000207,840,
NoID,5262.657180,0.000163,2244,5262.656862
ThI,5262.936740,0.000162,66063,5262.936408
Unkwn,5263.001999,0.000637,3964,
NoID,5263.164055,0.000160,3899,5263.163934
ArII,5263.363661,0.000157,12792,5263.362806
Unkwn,5263.489491,0.000893,895,
NoID,5263.701048,0.000158,4835,5263.701469
NoID,5264.011477,0.000363,4435,5264.011136
ThI,5264.086615,0.000167,14326,5264.086341
Unkwn,5264.496298,0.000174,1854,
Unkwn,5264.593298,0.000917,687,
NoID,5264.943051,0.000158,4263,5264.943043
Unkwn,5265.027457,0.000305,430,
ArII,5266.248214,0.000156,29693,5266.246937
Unkwn,5266.344621,0.001341,1100,
ThII,5266.421552,0.000481,3444,5266.421136
ThI,5266.544931,0.000162,2262,5266.544283
NoID,5267.017123,0.000154,11272,5267.016872
Unkwn,5267.214159,0.000226,1137,
Unkwn,5267.309867,0.001548,380,
ThI,5268.176063,0.000153,536399,5268.176082
ArII,5268.629837,0.000153,21861,5268.631171
Unkwn,5269.431282,0.000153,10608,
Unkwn,5269.721567,0.000152,9112,
Unkwn,5270.396944,0.000173,854,
Unkwn,5270.714076,0.000179,1659,
ThII,5270.852347,0.000159,1700,5270.852063
NoID,5271.003276,0.000151,33019,5271.003895
Unkwn,5271.111212,0.000514,1264,
Unkwn,5271.236152,0.000672,18479,
Unkwn,5271.265238,0.000442,9009,
NoID,5271.733208,0.000150,21090,5271.732701
Unkwn,5271.823319,0.000150,15948,
Unkwn,5272.202435,0.000314,911,
ThI,5272.297921,0.000152,3376,5272.297978
ThI,5272.488719,0.000154,2189,5272.489285
Unkwn,5273.086897,0.000641,871,
Unkwn,5273.212485,0.000866,677,
ThII,5274.111475,0.000149,5794,5274.111224
ThI,5274.394468,0.000148,119928,5274.394465
ThI,5274.600142,0.000148,35326,5274.599222
ThI,5274.667228,0.000348,3777,5274.664353
ThI,5274.824028,0.000149,4724,5274.824557
Unkwn,5274.998164,0.001137,2034,
Unkwn,5275.066132,0.000857,2721,
ThI,5275.159352,0.000383,2308,5275.159633
Unkwn,5275.337091,0.000586,855,
ThI,5275.586414,0.000147,288603,5275.586594
Unkwn,5275.765130,0.000213,700,
ThI,5275.859100,0.000147,9043,5275.857550
Unkwn,5275.938645,0.000232,1067,
ThI,5276.413813,0.000151,2501,5276.414553
Unkwn,5276.873476,0.000622,1008,
Unkwn,5276.975400,0.001022,491,
Unkwn,5277.263281,0.000714,512,
Unkwn,5277.517042,0.000201,549,
Unkwn,5277.743543,0.000324,918,
ThII,5277.876782,0.000146,10826,5277.877311
Unkwn,5277.973219,0.000628,668,
NoID,5278.500049,0.000149,2392,5278.499464
ThI,5278.614586,0.000144,72008,5278.614539
ThII,5278.968286,0.000144,56314,5278.968851
ThII,5279.049368,0.000382,2086,5279.050253
NoID,5279.114747,0.000287,2754,5279.114518
Unkwn,5279.845929,0.000368,589,
Unkwn,5280.500471,0.000144,9505,
ThI,5280.665433,0.000144,5625,5280.665915
ThII,5281.559189,0.000143,7636,5281.554857
ThI,5281.813909,0.000425,6052,5281.813482
Unkwn,5281.842082,0.000311,15534,
Unkwn,5281.975587,0.000377,3200,
ThI,5282.538055,0.000141,260126,5282.538277
ArII,5283.098421,0.000141,34143,5283.100319
ThI,5283.417869,0.000145,2454,5283.421317
ThI,5283.864552,0.000140,17781,5283.864805
Unkwn,5283.957649,0.002024,477,
ThI,5284.020632,0.000582,2047,5284.022553
NoID,5284.241667,0.000147,2340,5284.242216
Unkwn,5284.806091,0.000433,906,
Unkwn,5284.915944,0.000140,11830,
Unkwn,5285.088759,0.000327,3591,
ThI,5285.165367,0.000142,10830,5285.166189
Unkwn,5285.765922,0.000205,536,
ThII,5286.012583,0.000141,3466,5286.012638
Unkwn,5287.540452,0.000137,23453,
NoID,5287.970189,0.000141,2579,5287.971954
Unkwn,5288.099014,0.000300,791,
ArII,5288.358099,0.000136,47970,5288.357782
Unkwn,5288.638275,0.000153,1198,
Unkwn,5288.722816,0.001217,371,
Unkwn,5292.121812,0.000154,1048,
Unkwn,5292.631770,0.000490,1409,
ThI,5293.289083,0.000132,102353,5293.288827
ThI,5293.549360,0.000134,6087,5293.549920
NoID,5293.817737,0.000135,4158,5293.817064
NoID,5294.608981,0.000137,2924,5294.609323
Unkwn,5294.915665,0.000173,731,
ArII,5295.284847,0.000131,17676,5295.288675
ThI,5295.539432,0.000133,4446,5295.540179
ThI,5295.870089,0.000130,162900,5295.870262
ThI,5296.167364,0.000494,4230,5296.167513
NoID,5296.226062,0.000678,2939,5296.226698
ThI,5296.561876,0.000130,19583,5296.561917
Unkwn,5297.360605,0.000132,8110,
ThI,5297.752733,0.000128,190143,5297.752329
ArII,5297.860336,0.000131,26198,5297.861958
ThI,5298.881533,0.000128,11197,5298.881504
ThI,5299.217061,0.000127,232653,5299.217199
ThI,5299.321602,0.000127,36413,5299.321946
ArII,5299.472036,0.000128,13966,5299.473878
ThI,5299.756634,0.000126,312567,5299.756647
ThI,5300.034597,0.000126,33050,5300.034362
ThI,5300.188134,0.000146,1503,5300.187234
ArII,5300.555321,0.000129,6937,5300.555377
Unkwn,5300.915554,0.002041,1470,
Unkwn,5300.969508,0.002336,1208,
ThI,5301.998037,0.000124,147055,5301.998157
Unkwn,5302.134290,0.000595,2519,
ArII,5302.246977,0.000126,23292,5302.249342
ThII,5302.879512,0.000125,13513,5302.879336
Unkwn,5303.880666,0.000169,993,
ThI,5304.638230,0.000124,9668,5304.638324
ThI,5304.808912,0.000124,8666,5304.809134
ThI,5304.958977,0.000122,47830,5304.958933
ThI,5305.039329,0.000313,4025,5305.037761
Unkwn,5305.350355,0.000158,1304,
Unkwn,5339.589384,0.000845,1597,
ThI,5339.696198,0.000847,5251,5339.698197
ThI,5339.770556,0.000540,8678,5339.771588
ThI,5339.849774,0.001072,2496,5339.850143
ThI,5340.124257,0.000175,5940,5340.125432
NoID,5341.380825,0.000857,8140,5341.380472
Unkwn,5341.442037,0.004593,1491,
ThI,5341.983509,0.000170,27421,5341.983700
Unkwn,5342.508338,0.000175,4582,
Unkwn,5344.034236,0.000205,1436,
Unkwn,5344.151116,0.000245,948,
Unkwn,5344.275875,0.000215,1084,
NoID,5344.841251,0.000382,2911,5344.841018
ThI,5345.067440,0.000167,1121733,5345.067453
ArII,5346.010839,0.000169,10348,5346.009935
NoID,5346.798198,0.000166,14534,5346.798454
Unkwn,5347.001671,0.000277,989,
Unkwn,5347.315923,0.000167,12798,
ThII,5347.864940,0.000166,15683,5347.864780
ThI,5348.255545,0.000209,1812,5348.251904
ThI,5349.459220,0.000163,122075,5349.458885
Unkwn,5350.018641,0.001510,844,
Unkwn,5350.089083,0.000500,3622,
Unkwn,5350.451325,0.015342,1792,
ThI,5350.493047,0.000446,31913,5350.493092
NoID,5350.948276,0.000163,19336,5350.948685
Unkwn,5351.194455,0.000167,3890,
ThI,5351.693331,0.000168,3049,5351.692922
ThI,5352.615136,0.000161,101278,5352.614794
Unkwn,5353.040182,0.000162,16886,
Unkwn,5353.168319,0.000732,1459,
ThI,5353.324969,0.000161,30159,5353.324990
ThI,5353.485040,0.000162,8800,5353.484477
ThI,5354.479218,0.000221,14593,5354.475888
ThI,5354.561862,0.000330,6383,5354.561471
Unkwn,5354.650587,0.000571,1860,
Unkwn,5354.962518,0.000197,1794,
ThI,5356.090600,0.000159,59889,5356.090806
Unkwn,5356.265856,0.001625,2134,
Unkwn,5356.322638,0.001475,1876,
ThI,5357.125597,0.000158,41962,5357.126001
ThI,5357.625569,0.000521,2153,5357.625723
Unkwn,5357.701672,0.001323,714,
Unkwn,5359.756803,0.000157,20973,
ArII,5359.870211,0.000156,56516,5359.868657
ThI,5360.197709,0.000156,25885,5360.196207
ArII,5360.557302,0.000157,7702,5360.556038
NoID,5360.718049,0.000177,1007,5360.719204
Unkwn,5360.920223,0.000172,1091,
ThI,5361.317037,0.000155,35977,5361.317524
ThI,5361.640197,0.000154,271998,5361.640824
Unkwn,5362.184702,0.000183,1115,
ThI,5362.646217,0.000154,74555,5362.646618
ThII,5362.899767,0.000156,3632,5362.901138
Unkwn,5363.274537,0.001378,372,
NoID,5363.412743,0.000157,2902,5363.413818
Unkwn,5363.559875,0.000744,824,
Unkwn,5363.641279,0.000822,799,
ThII,5363.745222,0.000154,10793,5363.741830
ThI,5364.066568,0.000153,117507,5364.066430
NoID,5364.588571,0.000160,2241,5364.588657
ThI,5365.021932,0.000316,2568,5365.023281
ThII,5365.104461,0.000192,4416,5365.098925
Unkwn,5365.854036,0.000836,601,
Unkwn,5365.936311,0.000190,1640,
ThI,5366.115386,0.000416,4029,5366.115318
ThI,5366.178832,0.000470,3371,5366.179014
Unkwn,5366.349703,0.000711,884,
Unkwn,5366.965344,0.000329,10676,
Unkwn,5367.021802,0.000509,4888,
Unkwn,5367.149708,0.000169,1016,
ThI,5368.200632,0.000152,4158,5368.199056
NoID,5369.961813,0.000151,3328,5369.962723
Unkwn,5370.144082,0.000162,1234,
Unkwn,5370.320678,0.000635,1182,
Unkwn,5370.394192,0.000833,831,
ThII,5370.663171,0.000182,2355,5370.662849
ThI,5370.774688,0.000147,130236,5370.774997
ThI,5370.940089,0.000147,118568,5370.940227
ThI,5371.383117,0.000901,2018,5371.383700
Unkwn,5371.461488,0.005451,2018,
Unkwn,5371.509040,0.001944,2424,
ThI,5372.202823,0.000146,128020,5372.203099
ThI,5372.617325,0.000147,6244,5372.617454
Unkwn,5372.726469,0.000389,1034,
Unkwn,5372.982709,0.000146,11597,
Unkwn,5373.488694,0.000148,5421,
NoID,5373.950728,0.000276,3533,5373.949471
Unkwn,5374.016809,0.001238,513,
ThI,5374.196240,0.000145,77131,5374.196748
ThI,5374.889497,0.000216,3990,5374.887809
ArI,5374.988975,0.000144,64886,5374.988144
Unkwn,5376.009806,0.000181,819,
ThI,5376.130485,0.000147,3484,5376.129648
NoID,5376.316167,0.000143,280105,5376.316511
ThI,5376.494184,0.000147,9754,5376.493125
Unkwn,5376.569382,0.001227,577,
Unkwn,5376.749482,0.000185,1756,
ThII,5376.847260,0.000142,88311,5376.847370
ThI,5376.989973,0.000147,3027,5376.991927
ThII,5377.263475,0.000142,21724,5377.263685
ThIII,5377.624999,0.000142,10273,5377.625378
Unkwn,5378.850181,0.000456,859,
ThI,5379.466978,0.000144,3418,5379.465101
ArII,5379.572683,0.000143,8969,5379.574231
ThI,5379.664512,0.000142,7989,5379.665046
ThI,5380.330886,0.000139,160685,5380.331259
ThI,5380.605964,0.000139,441723,5380.606278
Unkwn,5380.679307,0.000317,4101,
Unkwn,5380.777197,0.000902,1873,
Unkwn,5380.830421,0.002781,1576,
ThI,5381.381846,0.000149,1929,5381.380856
NoID,5382.795802,0.000373,3756,5382.796525
ThI,5382.866830,0.000164,15067,5382.867253
NoID,5383.011096,0.000139,4715,5383.011206
ThI,5383.672885,0.000392,5784,5383.671755
Unkwn,5383.730838,0.000765,2259,
Unkwn,5383.833237,0.000160,1490,
Unkwn,5384.030624,0.000163,1838,
Unkwn,5384.132181,0.000264,1088,
ThII,5384.424002,0.000136,60394,5384.424370
ThI,5384.548177,0.000143,3795,5384.551387
Unkwn,5384.863699,0.000340,1299,
ThII,5385.532470,0.000135,52844,5385.532673
ThI,5385.798870,0.000199,17654,5385.798305
ArII,5385.872858,0.000179,25026,5385.873375
Unkwn,5386.510751,0.001699,901,
ThI,5386.569982,0.000779,2068,5386.571825
Unkwn,5386.661645,0.000238,707,
Unkwn,5386.861853,0.000487,306,
ThI,5388.108459,0.000175,600540,5388.108470
ThII,5388.286634,0.000187,13832,5388.286325
NoID,5388.469046,0.000210,2140,5388.465991
ThI,5388.650169,0.000186,7491,5388.650024
NoID,5389.311273,0.000181,29625,5389.311203
ThI,5389.549213,0.000179,54139,5389.548886
Unkwn,5391.272623,0.000208,680,
Unkwn,5392.257180,0.000173,7189,
ThII,5392.575225,0.000171,10738,5392.574983
ThII,5393.856429,0.000184,1397,5393.857070
ThII,5394.072124,0.000166,72822,5394.071935
Unkwn,5394.267604,0.000345,846,
Unkwn,5394.393154,0.000183,1124,
ThII,5394.611087,0.000777,2811,5394.612041
ThI,5394.675820,0.000327,8670,5394.676211
Unkwn,5394.758305,0.001113,947,
ArII,5395.099808,0.000169,21146,5395.100035
ThI,5395.372475,0.000169,24572,5395.373394
ThI,5395.473227,0.000166,118029,5395.471671
ThI,5396.261125,0.000161,609032,5396.260727
NoID,5396.743975,0.000182,2106,5396.747331
ThI,5397.610806,0.000181,9556,5397.612945
Unkwn,5397.922052,0.000204,1342,
Unkwn,5398.039052,0.000257,782,
Unkwn,5398.402352,0.001052,750,
Unkwn,5398.631223,0.000193,7314,
ArII,5399.017272,0.000164,51441,5399.018425
ThI,5399.706572,0.000163,22895,5399.705505
ThI,5400.011813,0.000173,2028,5400.010532
ThI,5400.203073,0.000162,208402,5400.202529
Unkwn,5400.419367,0.000162,94242,
Unkwn,5400.552703,0.000166,8857,
NoID,5400.676298,0.000162,196379,5400.675610
ThI,5401.123380,0.000162,27241,5401.122986
ThI,5401.647522,0.000162,26810,5401.646910
Unkwn,5402.005685,0.000234,538,
Unkwn,5402.146860,0.000200,1195,
ThI,5402.276024,0.000169,2295,5402.277545
Unkwn,5402.366742,0.000265,349,
Unkwn,5402.509041,0.000189,816,
ThI,5403.038388,0.001235,3548,5403.037152
Unkwn,5403.089404,0.001958,1942,
Unkwn,5403.234518,0.000196,860,
Unkwn,5403.388705,0.000297,275,
ArII,5404.107054,0.000160,58714,5404.108040
ThI,5404.701444,0.000159,38413,5404.701480
Unkwn,5406.206670,0.000172,1326,
ThII,5406.710966,0.000161,3097,5406.712398
Unkwn,5407.162539,0.000172,1252,
Unkwn,5407.280610,0.000158,8618,
ThII,5407.838984,0.000178,1162,5407.837763
ThI,5408.257746,0.000157,13546,5408.258393
ArII,5408.846888,0.000156,81688,5408.848210
ThI,5409.063740,0.000231,10688,5409.066057
ThI,5409.156367,0.000156,451261,5409.156904
ThI,5410.252962,0.000156,6301,5410.252202
NoID,5410.369735,0.000159,3174,5410.367883
Unkwn,5411.439283,0.000232,366,
ArI,5411.977985,0.000154,58101,5411.976657
ThI,5412.272610,0.000153,469448,5412.272907
Unkwn,5412.815550,0.000164,1479,
Unkwn,5412.916694,0.001118,461,
ArII,5413.951010,0.000153,8730,5413.950551
ThI,5414.179433,0.000161,1732,5414.175433
ThII,5414.313792,0.000169,1110,5414.315232
Unkwn,5414.452171,0.001785,267,
Unkwn,5414.551921,0.000929,671,
Unkwn,5414.643554,0.001997,320,
NoID,5414.754595,0.000167,1662,5414.754990
Unkwn,5414.885908,0.000154,4635,
NoID,5415.312417,0.000152,7031,5415.311386
ThI,5415.423389,0.000152,8235,5415.423470
NoID,5415.570105,0.000154,2928,5415.570255
NoID,5416.029302,0.000153,5050,5416.029812
Unkwn,5416.115984,0.000804,759,
Unkwn,5416.628867,0.000776,768,
Unkwn,5416.703691,0.000656,882,
ThII,5416.937680,0.000153,29521,5416.938331
ThI,5417.028076,0.000155,208520,5417.028064
Unkwn,5417.067687,0.004554,6573,
Unkwn,5417.277510,0.000178,2329,
Unkwn,5418.124223,0.000612,606,
Unkwn,5418.231669,0.000186,1318,
ThI,5419.313505,0.000149,7074,5419.313972
Unkwn,5420.521758,0.000470,2164,
ThI,5420.634555,0.000147,18811,5420.634958
NoID,5421.731315,0.000156,1364,5421.733410
Unkwn,5422.554900,0.000223,794,
ThII,5422.717468,0.000292,4686,5422.715622
Unkwn,5422.782162,0.000581,2117,
ArI,5422.858399,0.000145,225824,5422.858391
ThII,5423.343328,0.000145,29207,5423.343069
NoID,5423.467468,0.000152,1884,5423.469252
NoID,5423.606103,0.000151,2134,5423.606913
NoID,5424.229334,0.000147,2977,5424.230417
Unkwn,5424.352717,0.000916,839,
ThI,5424.422217,0.000335,3370,5424.422522
Unkwn,5424.830174,0.000172,1044,
ThI,5424.955735,0.000483,6232,5424.954537
ThI,5425.011032,0.000458,6230,5425.011073
ThI,5425.515129,0.000143,269818,5425.515592
ThI,5425.876619,0.000147,2569,5425.877947
NoID,5426.237324,0.000145,5884,5426.237523
Unkwn,5426.309290,0.001722,313,
ThII,5427.185996,0.000141,106922,5427.186494
ThI,5427.678742,0.000142,6871,5427.678810
ThII,5427.769269,0.000173,1536,5427.769959
ThI,5427.915039,0.000141,54881,5427.915882
ThI,5428.985160,0.000146,2064,5428.985249
ThI,5429.128707,0.000140,10187,5429.129410
ThI,5429.277063,0.000655,1794,5429.276644
Unkwn,5429.343859,0.002591,416,
NoID,5429.414396,0.000606,2136,5429.414865
Unkwn,5429.566596,0.000152,1680,
Unkwn,5430.227151,0.000285,377,
ThI,5430.614023,0.000139,12784,5430.613875
Unkwn,5430.999200,0.000178,693,
Unkwn,5431.207036,0.000418,8743,
Unkwn,5431.264695,0.000698,4245,
Unkwn,5432.069286,0.013230,905,
ThI,5432.107845,0.001041,4648,5432.107237
ThI,5432.312372,0.000144,2479,5432.314950
ThI,5432.621215,0.000137,466678,5432.621665
ThII,5432.929742,0.000159,1371,5432.927736
ThI,5433.115411,0.000138,7627,5433.115115
Unkwn,5434.455346,0.000309,776,
NoID,5434.641339,0.000211,1330,5434.639477
ThII,5434.801875,0.000201,11215,5434.802162
Unkwn,5435.120200,0.000244,638,
ThII,5435.210705,0.000199,7999,5435.210779
ThI,5435.387708,0.000199,5371,5435.387089
ThI,5435.662110,0.000191,176653,5435.661857
NoID,5435.896990,0.000202,1919,5435.897618
Unkwn,5436.033038,0.000199,3172,
ThII,5436.634382,0.000193,13151,5436.633605
ThII,5437.235931,0.000192,10191,5437.234417
ThII,5437.404232,0.000190,33550,5437.403408
NoID,5437.742470,0.000194,2868,5437.742898
ThII,5438.011307,0.000192,4692,5438.009062
Unkwn,5438.232461,0.000207,1064,
ThI,5438.740354,0.000207,1308,5438.742279
ThII,5438.899645,0.000188,25033,5438.899028
Unkwn,5439.460305,0.000164,1072,
NoID,5439.649385,0.000188,34386,5439.648936
Unkwn,5439.760363,0.000265,2506,
Unkwn,5440.181466,0.000216,809,
Unkwn,5440.515649,0.000204,1235,
ArII,5441.185079,0.000196,3890,5441.184221
NoID,5441.365215,0.000192,13080,5441.363761
Unkwn,5441.501391,0.000193,135038,
Unkwn,5441.886708,0.000255,1129,
ThI,5442.113298,0.000192,84727,5442.113698
Unkwn,5442.319606,0.000605,741,
Unkwn,5442.462721,0.000316,5734,
ThI,5442.555698,0.000214,8708,5442.556324
ThI,5442.727326,0.000198,16036,5442.726801
Unkwn,5443.102105,0.000294,427,
ArI,5443.760420,0.000207,31947,5443.759931
NoID,5443.899474,0.000214,2405,5443.898150
ThII,5444.632632,0.000211,57086,5444.631563
Unkwn,5444.746515,0.000216,71669,
Unkwn,5445.099922,0.000501,1623,
ArII,5445.203328,0.000222,27439,5445.203663
ThI,5445.341369,0.000431,3754,5445.338753
Unkwn,5445.434716,0.000354,5778,
Unkwn,5446.180632,0.000274,420,
Unkwn,5446.317787,0.000175,2448,
Unkwn,5446.454479,0.000324,342,
Unkwn,5446.690257,0.000185,1170,
Unkwn,5446.815894,0.000186,1231,
ThII,5447.536363,0.000178,1661,5447.536802
ThI,5447.835820,0.000170,3883,5447.835682
Unkwn,5447.938744,0.001112,862,
ThIII,5448.668345,0.000164,14681,5448.667561
NoID,5448.829013,0.000168,3308,5448.825654
Unkwn,5449.087121,0.000180,1925,
ThI,5449.786604,0.000164,8140,5449.786077
ThII,5450.994315,0.000162,34436,5450.993300
Unkwn,5451.087082,0.000966,939,
Unkwn,5451.176990,0.000331,3391,
Unkwn,5451.304843,0.000304,773,
ThII,5451.414374,0.000164,5271,5451.412023
Unkwn,5451.533299,0.000262,794,
Unkwn,5451.664403,0.000175,1592,
Unkwn,5451.801077,0.000254,570,
ThI,5452.027085,0.000166,3641,5452.025172
ThI,5452.179795,0.000491,2684,5452.178495
Unkwn,5452.254357,0.000921,1222,
Unkwn,5452.399537,0.000174,1640,
Unkwn,5452.495731,0.001039,375,
ThI,5452.598578,0.000258,2411,5452.604506
ArI,5453.167155,0.000160,471607,5453.166716
ThI,5453.733917,0.000160,438869,5453.734008
Unkwn,5454.595680,0.000318,820,
Unkwn,5454.708956,0.001802,341,
Unkwn,5454.815508,0.000207,1226,
ArII,5455.821637,0.000159,50356,5455.824210
Unkwn,5456.300427,0.000716,3837,
Unkwn,5456.366690,0.002267,713,
ThI,5456.431253,0.000862,1535,5456.433559
Unkwn,5457.125230,0.000161,3864,
Unkwn,5457.514186,0.000164,2139,
ThI,5458.807107,0.000156,41016,5458.807264
ArI,5458.932083,0.000156,143549,5458.931974
Unkwn,5459.314640,0.000156,33417,
Unkwn,5459.611475,0.000171,1505,
NoID,5459.780237,0.000163,2490,5459.777470
Unkwn,5459.927518,0.002011,789,
Unkwn,5459.991348,0.006652,226,
Unkwn,5460.137681,0.000173,1182,
Unkwn,5460.326266,0.000500,402,
ThIII,5460.486254,0.000157,3861,5460.484695
Unkwn,5461.169536,0.000155,12345,
Unkwn,5461.865959,0.000278,495,
Unkwn,5461.973668,0.000181,829,
NoID,5462.269832,0.000157,2973,5462.267910
Unkwn,5462.366149,0.000185,813,
Unkwn,5462.538256,0.000277,793,
ThII,5462.674376,0.000195,2104,5462.674043
Unkwn,5462.757058,0.001048,755,
Unkwn,5462.824256,0.001494,531,
Unkwn,5462.917061,0.000199,666,
Unkwn,5463.153641,0.000164,1457,
ThII,5463.254681,0.000153,17742,5463.253613
Unkwn,5463.418978,0.000536,644,
Unkwn,5463.565219,0.000181,878,
ThI,5463.855494,0.000153,13256,5463.855158
Unkwn,5463.975515,0.000190,732,
ThII,5464.130816,0.000152,15548,5464.130961
ThI,5464.836557,0.000152,8891,5464.839613
ThI,5465.285929,0.000152,7224,5465.288065
