Row,Name,Intensity,Wavelength Ang,Stage,Comment
38504,Thorium,270,2703.958,II,
38505,Thorium,170,2708.176,II,
38506,Thorium,230,2721.691,II,
38507,Thorium,170,2722.380,II,
38508,Thorium,250,2729.327,II,
38509,Thorium,250,2732.808,II,
38510,Thorium,28,2735.834,II,
38511,Thorium,520,2747.156,II,yes
38512,Thorium,100,2749.530,II,
38513,Thorium,410,2752.166,II,yes
38514,Thorium,130,2760.391,II,
38515,Thorium,100,2765.123,II,
38516,Thorium,270,2768.841,II,
38517,Thorium,200,2770.816,II,
38518,Thorium,70,2773.951,II,
38519,Thorium,50,2774.066,II,
38520,Thorium,70,2778.706,II,
38521,Thorium,35,2791.496,I,
38522,Thorium,90,2794.255,II,
38523,Thorium,70,2797.737,II,
38524,Thorium,55,2799.114,II,
38525,Thorium,110,2807.827,II,
38526,Thorium,180,2808.998,II,
38527,Thorium,70,2814.319,II,
38528,Thorium,45,2816.071,II,
38529,Thorium,100,2819.322,II,
38530,Thorium,100,2820.336,II,
38531,Thorium,100,2822.025,II,
38532,Thorium,170,2826.855,II,
38533,Thorium,70,2830.442,II,
38534,Thorium,800,2832.315,II,yes
38535,Thorium,1200,2837.295,II,yes
38536,Thorium,320,2842.812,II,
38537,Thorium,100,2848.084,I,yes
38538,Thorium,270,2851.260,II,
38539,Thorium,50,2854.342,I,
38540,Thorium,30,2860.490,I,
38541,Thorium,220,2861.42,II,
38542,Thorium,35,2868.461,I,
38543,Thorium,70,2869.916,II,
38544,Thorium,550,2870.406,II,yes
38545,Thorium,30,2878.657,I,
38546,Thorium,40,2882.511,II,
38547,Thorium,320,2884.289,II,
38548,Thorium,360,2885.049,II,
38549,Thorium,360,2887.817,II,
38550,Thorium,40,2892.172,II,
38551,Thorium,250,2899.720,II,
38552,Thorium,45,2903.167,II,
38553,Thorium,50,2908.506,I,
38554,Thorium,200,2910.594,II,
38555,Thorium,90,2911.320,II,
38556,Thorium,90,2912.009,II,
38557,Thorium,140,2919.840,II,
38558,Thorium,250,2925.050,II,
38559,Thorium,250,2928.254,II,
38560,Thorium,50,2931.281,I,
38561,Thorium,55,2934.135,II,
38562,Thorium,100,2936.086,I,yes
38563,Thorium,35,2940.589,II,
38564,Thorium,340,2942.860,II,
38565,Thorium,100,2943.729,I,yes
38566,Thorium,150,2949.068,II,
38567,Thorium,80,2950.438,II,
38568,Thorium,35,2955.849,II,
38569,Thorium,170,2957.580,II,
38570,Thorium,28,2959.853,I,
38571,Thorium,28,2963.607,I,
38572,Thorium,270,2968.686,II,
38573,Thorium,110,2971.481,II,
38574,Thorium,220,2974.011,II,
38575,Thorium,50,2976.104,I,
38576,Thorium,55,2980.334,II,
38577,Thorium,160,2985.243,II,
38578,Thorium,360,2988.232,II,
38579,Thorium,150,2991.062,II,
38580,Thorium,110,2996.986,II,
38581,Thorium,50,3002.686,I,
38582,Thorium,30,3004.248,I,
38583,Thorium,180,3008.497,II,
38584,Thorium,50,3010.736,I,
38585,Thorium,20,3018.644,I,
38586,Thorium,50,3021.056,I,
38587,Thorium,150,3026.575,II,
38588,Thorium,40,3030.487,I,
38589,Thorium,370,3034.065,II,
38590,Thorium,170,3035.110,II,
38591,Thorium,85,3038.598,II,
38592,Thorium,130,3045.564,II,
38593,Thorium,420,3049.092,II,yes
38594,Thorium,30,3056.692,I,
38595,Thorium,220,3061.699,II,
38596,Thorium,450,3067.729,II,yes
38597,Thorium,370,3072.114,II,
38598,Thorium,670,3078.828,II,yes
38599,Thorium,480,3080.217,II,yes
38600,Thorium,240,3088.470,II,
38601,Thorium,130,3090.093,II,
38602,Thorium,50,3093.711,I,
38603,Thorium,140,3097.266,II,
38604,Thorium,200,3102.664,II,
38605,Thorium,510,3108.296,II,yes
38606,Thorium,50,3115.538,I,
38607,Thorium,100,3116.263,I,yes
38608,Thorium,510,3119.526,II,yes
38609,Thorium,510,3122.963,II,yes
38610,Thorium,370,3124.387,II,
38611,Thorium,480,3125.507,II,yes
38612,Thorium,150,3131.070,II,
38613,Thorium,100,3136.216,I,yes
38614,Thorium,420,3139.306,II,yes
38615,Thorium,420,3142.835,II,yes
38616,Thorium,310,3146.044,II,
38617,Thorium,150,3150.455,II,
38618,Thorium,310,3154.300,II,
38619,Thorium,50,3157.221,I,
38620,Thorium,30,3161.364,I,
38621,Thorium,140,3166.099,II,
38622,Thorium,110,3169.328,II,
38623,Thorium,420,3175.726,II,yes
38624,Thorium,270,3179.048,II,
38625,Thorium,1100,3180.193,II,yes
38626,Thorium,310,3184.948,II,
38627,Thorium,770,3188.233,II,yes
38628,Thorium,85,3191.221,II,
38629,Thorium,55,3192.585,I,
38630,Thorium,55,3195.689,I,
38631,Thorium,30,3202.520,I,
38632,Thorium,170,3210.308,II,
38633,Thorium,55,3214.380,I,
38634,Thorium,560,3221.292,II,yes
38635,Thorium,30,3223.168,I,
38636,Thorium,560,3229.009,II,yes
38637,Thorium,110,3230.868,II,
38638,Thorium,480,3235.84,II,yes
38639,Thorium,590,3238.116,II,yes
38640,Thorium,240,3241.108,II,
38641,Thorium,110,3244.448,I,
38642,Thorium,280,3251.915,II,
38643,Thorium,910,3256.274,II,yes
38644,Thorium,180,3257.366,I,yes
38645,Thorium,910,3262.668,II,yes
38646,Thorium,180,3267.003,II,
38647,Thorium,110,3272.027,I,
38648,Thorium,30,3278.733,I,
38649,Thorium,50,3281.048,I,
38650,Thorium,130,3285.752,I,
38651,Thorium,620,3287.789,II,yes
38652,Thorium,910,3291.739,II,yes
38653,Thorium,620,3292.520,II,yes
38654,Thorium,240,3297.832,II,
38655,Thorium,240,3301.650,I,yes
38656,Thorium,480,3304.238,I,yes
38657,Thorium,130,3309.365,I,
38658,Thorium,50,3314.790,I,
38659,Thorium,30,3318.390,I,
38660,Thorium,510,3321.450,II,yes
38661,Thorium,390,3324.752,II,
38662,Thorium,840,3325.120,II,yes
38663,Thorium,55,3328.255,II,
38664,Thorium,250,3330.476,I,yes
38665,Thorium,620,3334.604,II,yes
38666,Thorium,620,3337.870,II,yes
38667,Thorium,30,3342.073,II,
38668,Thorium,180,3346.557,II,
38669,Thorium,310,3348.768,I,yes
38670,Thorium,980,3351.228,II,yes
38671,Thorium,310,3354.179,II,
38672,Thorium,620,3358.602,II,yes
38673,Thorium,75,3361.738,II,
38674,Thorium,390,3367.819,II,
38675,Thorium,250,3374.974,I,yes
38676,Thorium,390,3378.573,II,
38677,Thorium,130,3380.859,I,
38678,Thorium,310,3385.531,II,
38679,Thorium,310,3386.501,II,
38680,Thorium,110,3387.920,I,
38681,Thorium,1300,3392.035,II,yes
38682,Thorium,200,3396.727,I,yes
38683,Thorium,250,3398.544,I,yes
38684,Thorium,200,3405.558,I,yes
38685,Thorium,250,3413.012,I,yes
38686,Thorium,50,3417.497,I,
38687,Thorium,390,3421.210,I,yes
38688,Thorium,270,3423.989,I,yes
