Row,Name,Intensity,Wavelength Ang,Stage,Comment
23653,Neon,1000,18402.84,I,yes
23654,Neon,1200,18422.39,I,yes
23655,Neon,300,18458.65,I,yes
23656,Neon,400,18475.79,I,yes
23657,Neon,900,18591.55,I,yes
23658,Neon,1600,18597.70,I,yes
23659,Neon,350,18618.96,I,yes
23660,Neon,550,18625.16,I,yes
23661,Neon,1200,21041.295,I,yes
23662,Neon,750,21708.145,I,yes
23663,Neon,300,22247.35,I,yes
23664,Neon,350,22428.13,I,yes
23665,Neon,2250,22530.40,I,yes
23666,Neon,400,22661.81,I,yes
23667,Neon,600,23100.51,I,yes
23668,Neon,1000,23260.30,I,yes
23669,Neon,1050,23373.00,I,yes
23670,Neon,850,23565.36,I,yes
23671,Neon,3500,23636.52,I,yes
23672,Neon,300,23701.64,I,yes
23673,Neon,1100,23709.2,I,yes
23674,Neon,1800,23951.42,I,yes
23675,Neon,600,23956.46,I,yes
23676,Neon,1000,23978.12,I,yes
23677,Neon,200,24098.54,I,yes
23678,Neon,500,24161.42,I,yes
23679,Neon,600,24249.64,I,yes
23680,Neon,1500,24365.05,I,yes
23681,Neon,800,24371.60,I,yes
23682,Neon,400,24447.85,I,yes
23683,Neon,700,24459.4,I,yes
23684,Neon,300,24776.46,I,yes
23685,Neon,550,24928.88,I,yes
23686,Neon,250,25161.69,I,yes
23687,Neon,650,25524.37,I,yes
23688,Neon,125,28386.21,I,yes
23689,Neon,150,30200,I,yes
23690,Neon,250,33173.09,I,yes
23691,Neon,450,33352.35,I,yes
23692,Neon,1300,33901,I,yes
23693,Neon,2200,33912.10,I,yes
23694,Neon,600,34131.31,I,yes
23695,Neon,100,34471.44,I,yes
23696,Neon,120,35834.78,I,yes
