element,sp_num,obs_wl_air(A),unc_obs_wl,intens,Aki(s^-1),Acc,Type,blank
Ne,2,4430.9417,0.0004,300bl,,,,
Ne,2,4431.105,0.020,12,2.1e+07,D,,
Ne,2,4431.810,0.003,160*,,,,
Ne,2,4431.810,0.003,160*,,,,
Ne,2,4432.303,0.003,160,,,,
Ne,1,4432.5166,0.0020,200,,,,
Ne,1,4433.398,0.020,100,,,,
Ne,1,4433.7239,0.0004,700,,,,
Ne,1,4435.094,0.020,50,,,,
Ne,2,4436.979,0.020,100,,,,
Ne,2,4439.2525,0.0008,180,,,,
Ne,2,4439.4610,0.0014,180,,,,
Ne,2,4439.9914,0.0022,180,,,,
Ne,1,4440.363,0.020,150*,,,,
Ne,1,4440.363,0.020,150*,,,,
Ne,2,4440.804,0.003,80,,,,
Ne,1,4440.812,0.020,20,,,,
Ne,1,4440.890,0.020,10,,,,
Ne,2,4442.6865,0.0014,180,3.5e+06,D,,
Ne,1,4444.978,0.020,300,,,,
Ne,1,4445.671,0.020,10,,,,
Ne,8,4445.8,1.5,20,,,,
Ne,2,4446.4398,0.0017,180,,,,
Ne,1,4446.538,0.020,10,,,,
Ne,2,4452.607,0.003,140,,,,
Ne,3,4452.79,0.10,2000wl*,3.4e+07,D,,
Ne,3,4452.79,0.10,2000wl*,3.1e+08,D,,
Ne,3,4452.79,0.10,2000wl*,2.8e+08,D,,
Ne,3,4452.79,0.10,2000wl*,,,,
Ne,3,4452.79,0.10,2000wl*,2.6e+08,D,,
Ne,1,4452.983,0.020,150,,,,
Ne,1,4453.253,0.020,50,,,,
Ne,1,4453.324,0.020,20,,,,
Ne,1,4453.528,0.020,10,,,,
Ne,1,4454.285,0.020,50,,,,
Ne,1,4455.564,0.020,150,,,,
Ne,1,4456.380,0.020,10,,,,
Ne,2,4456.445,0.003,80,,,,
Ne,2,4457.0473,0.0006,240,,,,
Ne,2,4457.242,0.012,100*,,,,
Ne,2,4457.242,0.012,100*,,,,
Ne,2,4457.3507,0.0016,160,,,,
Ne,3,4458.763,0.010,500,3.4e+08,D,,
Ne,3,4458.862,0.010,400,3.2e+08,D,,
Ne,3,4458.94,0.10,300,3.1e+08,D,,
Ne,1,4460.1750,0.0010,1000,,,,
Ne,3,4460.54,0.10,1000wsbl*,,,,
Ne,3,4460.54,0.10,1000wsbl*,3.4e+08,D,,
Ne,3,4460.54,0.10,1000wsbl*,,,,
Ne,1,4462.856,0.020,20,,,,
Ne,1,4465.6544,0.0020,500,,,,
Ne,2,4466.037,0.010,40bl,,,,
Ne,1,4466.045,0.020,50,,,,
Ne,1,4466.503,0.020,20,,,,
Ne,1,4466.8120,0.0004,700,,,,
Ne,1,4467.491,0.020,10,,,,
Ne,2,4467.735,0.020,40,,,,
Ne,2,4468.9132,0.0008,180,,,,
Ne,1,4470.971,0.020,50*,,,,
Ne,1,4470.971,0.020,50*,,,,
Ne,3,4471.04,0.10,70w,2.7e+08,D,,
Ne,2,4471.586,0.003,160,,,,
Ne,1,4472.246,0.020,10*,,,,
Ne,1,4472.246,0.020,10*,,,,
Ne,1,4475.131,0.020,50,,,,
Ne,2,4475.390,0.003,60,,,,
Ne,1,4475.6560,0.0010,1000,,,,
Ne,2,4477.4,0.5,,,,,
Ne,2,4477.934,0.003,22,,,,
Ne,1,4480.823,0.020,150,,,,
Ne,1,4483.1900,0.0010,1500,,,,
Ne,1,4488.0926,0.0004,3000,,,,
Ne,1,4491.7716,0.0020,800,,,,
Ne,1,4491.838,0.020,500,,,,
Ne,1,4492.132,0.020,50,,,,
Ne,1,4492.412,0.020,300,,,,
Ne,1,4492.689,0.020,150,,,,
Ne,1,4493.108,0.020,50,,,,
Ne,1,4493.699,0.020,500,,,,
Ne,8,4495.7,1.5,100,,,,
Ne,2,4496.243,0.003,60,2.1e+06,D,,
Ne,2,4498.9247,0.0010,180,,,,
Ne,1,4499.000,0.020,20,,,,
Ne,2,4499.1166,0.0018,180,,,,
Ne,1,4499.843,0.020,50*,,,,
Ne,1,4499.843,0.020,50*,,,,
Ne,1,4500.1820,0.0010,500,,,,
Ne,8,4500.7,4.0,20bl,,,,
Ne,2,4508.1286,0.0012,180,,,,
Ne,1,4510.170,0.020,150,,,,
Ne,2,4511.420,0.003,160,,,,
Ne,2,4511.478,0.003,160,,,,
Ne,1,4511.509,0.020,200*,,,,
Ne,1,4511.509,0.020,200*,,,,
Ne,2,4514.884,0.003,140,,,,
Ne,1,4514.891,0.020,700,,,,
Ne,1,4515.022,0.020,20,,,,
Ne,1,4515.411,0.020,300,,,,
Ne,2,4516.663,0.003,60,,,,
Ne,1,4516.936,0.020,500,,,,
Ne,2,4517.329,0.003,80,,,,
Ne,2,4517.404,0.003,120,,,,
Ne,1,4517.7360,0.0010,1000,,,,
Ne,2,4517.8334,0.0016,160,,,,
Ne,2,4522.314,0.003,60,,,,
Ne,2,4522.4,0.5,,,,,
Ne,2,4522.524,0.003,12,,,,
Ne,2,4522.7191,0.0004,200,,,,
Ne,1,4525.7640,0.0010,700,,,,
Ne,1,4526.177,0.020,500,,,,
Ne,2,4526.458,0.010,80w,,,,
Ne,1,4526.685,0.020,150*,,,,
Ne,1,4526.685,0.020,150*,,,,
Ne,1,4527.725,0.020,150,,,,
Ne,1,4527.973,0.020,10,,,,
Ne,2,4528.483,0.003,160,,,,
Ne,1,4529.476,0.020,300,,,,
Ne,1,4532.395,0.020,10,,,,
Ne,2,4534.52,0.04,22w,,,,
Ne,2,4534.644,0.010,80w,,,,
Ne,2,4535.374,0.003,140,,,,
Ne,2,4535.572,0.010,40w,,,,
Ne,1,4536.3003,0.0020,1500,4.29e+05,C,,
Ne,2,4537.195,0.020,22,,,,
Ne,8,4537.55,0.06,20,7.64e+07,A,,
Ne,1,4537.6768,0.0020,3000,4.77e+05,C+,,
Ne,1,4537.7545,0.0004,10000,8.16e+05,C+,,
Ne,1,4538.3026,0.0020,3000,,,,
Ne,1,4539.168,0.020,500,,,,
Ne,1,4540.3801,0.0004,500,,,,
Ne,2,4542.39,0.04,12bl,,,,
Ne,2,4542.48,0.04,12bl,,,,
Ne,8,4542.91,0.05,20,1.54e+08,A,,
Ne,2,4544.12,0.04,12w,,,,
Ne,2,4544.32,0.04,12w,,,,
Ne,1,4544.502,0.020,500,,,,
Ne,1,4545.729,0.020,10,,,,
Ne,1,4547.218,0.020,100,,,,
Ne,1,4547.728,0.020,150,,,,
Ne,1,4550.640,0.020,10,,,,
Ne,2,4551.67,0.04,12w,,,,
Ne,7,4552.5,1.5,20,,,,
Ne,1,4552.5980,0.0010,300,,,,
Ne,2,4553.1731,0.0019,140,,,,
Ne,2,4553.399,0.003,100,,,,
Ne,1,4554.415,0.020,100,,,,
Ne,1,4554.561,0.020,50,,,,
Ne,1,4554.824,0.020,400,,,,
Ne,1,4555.392,0.020,300,,,,
Ne,7,4555.4,1.5,30,,,,
Ne,1,4556.698,0.020,20,,,,
Ne,2,4561.994,0.020,12,,,,
Ne,2,4562.20,0.04,40w,,,,
Ne,1,4562.449,0.020,10,,,,
Ne,2,4565.1,0.5,,,,,
Ne,2,4565.539,0.007,22,,,,
Ne,1,4565.8880,0.0010,600,,,,
Ne,1,4566.830,0.020,400,,,,
Ne,1,4567.139,0.020,150,,,,
Ne,1,4567.845,0.020,100,,,,
Ne,2,4569.057,0.003,200,,,,
Ne,2,4569.604,0.020,22,,,,
Ne,1,4573.0609,0.0020,50,,,,
Ne,1,4573.557,0.020,500,,,,
Ne,1,4573.898,0.020,300,,,,
Ne,2,4574.420,0.003,40,,,,
Ne,1,4575.0620,0.0004,3000,,,,
Ne,2,4575.311,0.020,40,,,,
Ne,1,4575.858,0.020,200,,,,
Ne,2,4580.4180,0.0014,160,,,,
Ne,2,4582.00,0.04,40bl,,,,
Ne,1,4582.0350,0.0010,1500,,,,
Ne,2,4582.043,0.010,60bl,,,,
Ne,1,4582.105,0.020,150,,,,
Ne,1,4582.4521,0.0004,1500,,,,
Ne,1,4582.556,0.020,150,,,,
Ne,1,4582.980,0.020,50,,,,
Ne,1,4585.876,0.020,100,,,,
Ne,1,4586.145,0.020,20,,,,
Ne,2,4588.1330,0.0015,160,,,,
Ne,2,4588.358,0.020,22,,,,
Ne,1,4593.243,0.020,500,,,,
Ne,1,4595.249,0.020,500,,,,
Ne,2,4600.152,0.006,40bl,,,,
Ne,1,4604.095,0.020,150,,,,
Ne,2,4604.469,0.020,40,,,,
Ne,1,4604.680,0.020,10,,,,
Ne,1,4604.938,0.020,50,,,,
Ne,2,4606.697,0.020,100,,,,
Ne,1,4609.365,0.020,300,,,,
Ne,4,4609.8,1.5,5i,,,,
Ne,1,4609.9100,0.0010,1500,,,,
Ne,2,4610.151,0.020,80,,,,
Ne,2,4612.802,0.020,12,,,,
Ne,2,4612.928,0.010,22w,,,,
Ne,1,4614.3910,0.0010,1000,,,,
Ne,2,4615.563,0.010,22w,,,,
Ne,2,4616.0911,0.0011,180,,,,
Ne,2,4616.30,0.04,12w,,,,
Ne,1,4616.911,0.020,50,,,,
Ne,1,4617.8370,0.0010,700,,,,
Ne,2,4624.251,0.007,120,,,,
Ne,1,4627.799,0.020,20,,,,
Ne,2,4627.9810,0.0011,160,,,,
Ne,4,4628.0,1.5,1i,,,,
Ne,1,4628.3113,0.0004,1500,,,,
Ne,1,4628.460,0.020,300,,,,
Ne,3,4628.87,0.10,20w*,5.8e+06,D,,
Ne,3,4628.87,0.10,20w*,5.0e+05,D,,
Ne,3,4628.87,0.10,20w*,5.6e+06,D,,
Ne,3,4628.87,0.10,20w*,7.0e+05,D,,
Ne,4,4629.6,1.5,1i,,,,
Ne,4,4634.4,1.5,1i,,,,
Ne,2,4634.7623,0.0017,140,,,,
Ne,2,4635.382,0.020,100,,,,
Ne,1,4636.1250,0.0010,700,,,,
Ne,1,4636.6362,0.0020,700,,,,
Ne,1,4636.974,0.020,500,,,,
Ne,4,4637.7,1.5,1i,,,,
Ne,1,4639.591,0.020,300,,,,
Ne,1,4640.443,0.020,700,,,,
Ne,1,4643.182,0.020,50,,,,
Ne,1,4643.931,0.020,20,,,,
Ne,1,4644.833,0.020,400,,,,
Ne,1,4645.4180,0.0004,3000,,,,
Ne,1,4645.885,0.020,10,,,,
Ne,4,4646.8,1.5,2i,,,,
Ne,2,4646.810,0.003,100,,,,
Ne,2,4647.429,0.020,40,,,,
Ne,2,4648.944,0.020,22,,,,
Ne,1,4649.9040,0.0010,700,,,,
Ne,2,4650.000,0.020,40,,,,
Ne,4,4651.6,1.5,2i*,,,,
Ne,4,4651.6,1.5,2i*,,,,
Ne,1,4652.101,0.020,300,,,,
Ne,1,4653.699,0.020,500,,,,
Ne,1,4656.3936,0.0004,3000,,,,
Ne,4,4657.0,1.5,1i,,,,
Ne,8,4659.7,3.0,100,,,,
Ne,2,4660.837,0.020,60,,,,
Ne,1,4661.1054,0.0004,1500,,,,
Ne,4,4662.5,1.5,1i,,,,
Ne,1,4663.092,0.020,400,,,,
Ne,1,4663.518,0.020,200,,,,
Ne,1,4666.654,0.020,500,,,,
Ne,1,4667.3643,0.0020,1000,,,,
Ne,2,4669.372,0.020,60,,,,
Ne,1,4670.8840,0.0010,700,,,,
Ne,1,4678.2180,0.0010,3000,,,,
Ne,2,4678.314,0.020,60,,,,
Ne,1,4678.6107,0.0020,500,,,,
Ne,1,4679.1350,0.0010,1500,,,,
Ne,1,4680.3670,0.0020,1000,,,,
Ne,1,4681.200,0.020,500,,,,
Ne,1,4681.930,0.020,200,,,,
Ne,1,4682.146,0.020,200,,,,
Ne,1,4682.910,0.020,100,,,,
Ne,1,4683.238,0.020,50,,,,
Ne,1,4683.764,0.020,300,,,,
Ne,2,4686.355,0.020,60,,,,
Ne,1,4687.6710,0.0010,1000,,,,
Ne,1,4688.191,0.020,20,,,,
Ne,2,4688.671,0.020,40,,,,
Ne,1,4691.580,0.020,150,,,,
Ne,1,4695.363,0.020,200,,,,
Ne,1,4696.943,0.020,50,,,,
Ne,2,4697.874,0.020,22,,,,
Ne,2,4698.430,0.020,60,,,,
Ne,2,4700.243,0.020,12,,,,
Ne,1,4700.469,0.020,50,,,,
Ne,2,4700.483,0.020,12,,,,
Ne,1,4702.5305,0.0020,1500,1.62e+05,C,,
Ne,1,4704.3949,0.0004,15000,2.10e+06,C+,,
Ne,1,4708.8594,0.0020,12000,3.26e+06,C+,,
Ne,1,4710.0650,0.0020,10000,4.09e+06,C+,,
Ne,1,4710.4881,0.0020,300,,,,
Ne,1,4712.0633,0.0020,15000,,,,
Ne,1,4712.1406,0.0020,150*,,,,
Ne,1,4712.1406,0.0020,150*,,,,
Ne,1,4712.800,0.020,100,,,,
Ne,2,4712.968,0.020,22,,,,
Ne,2,4713.458,0.020,22,,,,
Ne,4,4714.25,0.04,*,2.10e-01,C,M1,
Ne,4,4714.25,0.04,*,1.91e-01,C,E2,
Ne,1,4714.3397,0.0020,700,,,,
Ne,2,4714.413,0.003,120,,,,
Ne,2,4714.935,0.020,40,,,,
Ne,1,4715.1248,0.0020,300,,,,
Ne,1,4715.2580,0.0020,300,,,,
Ne,1,4715.3440,0.0010,15000,,,,
Ne,4,4715.61,0.04,,1.10e-01,C,E2,
Ne,1,4717.6085,0.0020,700,,,,
Ne,2,4719.363,0.003,22,,,,
Ne,2,4719.608,0.020,12,,,,
Ne,1,4721.5337,0.0020,700,,,,
Ne,1,4722.150,0.020,50,,,,
Ne,1,4722.714,0.020,150,,,,
Ne,1,4723.810,0.020,700*,,,,
Ne,1,4723.810,0.020,700*,,,,
Ne,4,4724.15,0.04,*,7.8e-02,C,E2,
Ne,4,4724.15,0.04,*,3.58e-01,C,M1,
Ne,1,4724.162,0.020,50,,,,
Ne,1,4725.1450,0.0010,700,,,,
Ne,4,4725.62,0.04,*,1.60e-01,C,E2,
Ne,4,4725.62,0.04,*,2.29e-01,C,M1,
Ne,2,4730.339,0.020,22,,,,
Ne,2,4730.58,0.04,22w,,,,
Ne,2,4732.667,0.010,80bl,,,,
Ne,2,4736.785,0.020,22,,,,
Ne,1,4749.5754,0.0004,3000,,,,
Ne,1,4750.6826,0.0020,300,,,,
Ne,1,4751.802,0.020,300,,,,
Ne,1,4752.7320,0.0004,5000,,,,
Ne,1,4753.123,0.020,10,,,,
Ne,1,4754.440,0.020,1000,,,,
Ne,1,4758.7280,0.0010,1500,,,,
Ne,2,4769.375,0.003,100,,,,
Ne,2,4772.927,0.003,120,,,,
Ne,1,4780.3380,0.0010,3000,,,,
Ne,1,4780.884,0.020,300,,,,
Ne,1,4781.239,0.020,20,,,,
Ne,2,4782.121,0.020,60,,,,
Ne,1,4784.022,0.020,20,,,,
Ne,1,4788.9258,0.0010,10000,,,,
Ne,1,4789.5982,0.0020,1000,,,,
Ne,1,4790.2195,0.0020,5000,,,,
Ne,1,4790.728,0.020,300,,,,
Ne,3,4793.78,0.10,120w,,,,
Ne,2,4795.918,0.020,60,,,,
Ne,1,4800.1110,0.0010,150,,,,
Ne,1,4801.076,0.020,20,,,,
Ne,1,4802.363,0.020,100,,,,
Ne,1,4803.225,0.020,10,,,,
Ne,1,4809.500,0.020,100,,,,
Ne,1,4810.0640,0.0004,1500,,,,
Ne,1,4810.6392,0.0020,1000,,,,
Ne,1,4814.338,0.020,500,,,,
Ne,3,4815.93,0.10,90w,,,,
Ne,1,4816.900,0.020,10,,,,
Ne,1,4817.6386,0.0004,3000,,,,
Ne,1,4818.7847,0.0020,1500,,,,
Ne,1,4819.937,0.020,700,,,,
Ne,1,4821.9218,0.0020,3000,,,,
Ne,1,4823.1725,0.0020,1000,,,,
Ne,1,4823.370,0.020,500,,,,
Ne,1,4825.529,0.020,500,,,,
Ne,1,4827.3380,0.0010,10000,,,,
Ne,1,4827.5870,0.0010,3000,,,,
Ne,1,4829.288,0.020,50,,,,
Ne,1,4837.3139,0.0004,5000,,,,
Ne,3,4842.50,0.10,120w,8.1e+06,D,,
Ne,1,4842.566,0.020,100,,,,
Ne,1,4842.941,0.020,500,,,,
Ne,1,4845.145,0.020,150,,,,
Ne,1,4845.767,0.020,50,,,,
Ne,1,4849.530,0.020,300,,,,
Ne,1,4851.501,0.020,600,,,,
Ne,1,4852.6550,0.0010,1000,,,,
Ne,1,4859.604,0.020,150,,,,
Ne,1,4863.0810,0.0020,1000,,,,
Ne,1,4864.3729,0.0020,300,,,,
Ne,1,4865.5065,0.0020,1000,,,,
Ne,1,4866.4760,0.0010,800,,,,
Ne,1,4867.0189,0.0020,700,,,,
Ne,1,4868.2766,0.0020,700,,,,
Ne,1,4883.403,0.020,150,,,,
Ne,1,4884.9170,0.0004,10000,4.15e+05,C+,,
Ne,1,4885.0971,0.0020,1000,1.02e+05,C,,
Ne,1,4888.365,0.020,50,,,,
Ne,1,4892.0900,0.0010,5000,,,,
Ne,1,4892.228,0.020,100,,,,
Ne,1,4897.924,0.020,700,,,,
Ne,2,4898.784,0.020,22,,,,
Ne,1,4899.013,0.020,500,,,,
Ne,1,4928.2350,0.0010,700,,,,
Ne,1,4930.944,0.020,500,,,,
Ne,2,4936.370,0.020,40,,,,
Ne,1,4939.0410,0.0010,1000,,,,
Ne,1,4944.9870,0.0010,1000,,,,
Ne,1,4955.3905,0.0020,1500,2.69e+05,C,,
Ne,1,4957.0335,0.0004,10000,1.06e+06,C+,,
Ne,1,4957.1220,0.0010,1500,3.41e+05,C+,,
Ne,1,4973.5555,0.0020,1000,,,,
Ne,1,4974.760,0.020,500,,,,
Ne,1,4975.961,0.020,100,,,,
Ne,1,4979.625,0.020,50,,,,
Ne,1,4994.9300,0.0010,1500,,,,
Ne,1,4996.209,0.020,20,,,,
Ne,1,4997.482,0.020,150,,,,
Ne,1,4998.502,0.020,100,,,,
Ne,1,5000.395,0.020,30,,,,
Ne,1,5003.561,0.020,20,,,,
Ne,1,5005.1587,0.0004,5000,4.37e+05,C+,,
Ne,1,5005.3467,0.0030,500,1.53e+05,C,,
Ne,1,5011.0030,0.0010,250,,,,
Ne,1,5015.187,0.020,50,,,,
Ne,1,5022.8700,0.0010,250,,,,
Ne,1,5031.3484,0.0010,2500,1.34e+06,C+,,
Ne,1,5031.5087,0.0030,20,9.8e+04,C,,
Ne,1,5036.0016,0.0030,350,2.08e+05,C,,
Ne,1,5037.5927,0.0030,30,2.26e+05,C,,
Ne,1,5037.7512,0.0004,5000,4.44e+06,C+,,
Ne,1,5041.598,0.020,10,,,,
Ne,1,5042.853,0.020,150,,,,
Ne,1,5045.816,0.020,150,,,,
Ne,1,5046.608,0.020,30,,,,
Ne,1,5052.9443,0.0030,250,,,,
Ne,1,5059.150,0.020,20,,,,
Ne,1,5074.0459,0.0030,30,6.0e+04,C,,
Ne,1,5074.2007,0.0004,350,1.42e+06,C+,,
Ne,1,5076.5971,0.0030,350,2.86e+05,C,,
Ne,2,5078.414,0.020,22,,,,
Ne,1,5078.7693,0.0030,150,8.6e+04,C,,
Ne,1,5080.3830,0.0010,1500,3.39e+06,C+,,
Ne,1,5081.360,0.020,150,,,,
Ne,1,5083.9773,0.0030,250,1.25e+05,C,,
Ne,1,5090.321,0.020,80,,,,
Ne,1,5099.0522,0.0030,250,,,,
Ne,2,5099.546,0.005,100,,,,
Ne,1,5104.7011,0.0004,350,,,,
Ne,1,5113.6724,0.0004,750,8.67e+05,C+,,
Ne,1,5116.5032,0.0004,1500,2.59e+06,C+,,
Ne,1,5117.0246,0.0030,350,9.6e+04,C,,
Ne,1,5120.5059,0.0030,250,3.47e+05,C,,
Ne,1,5121.866,0.020,20,,,,
Ne,1,5122.2565,0.0004,1500,1.96e+06,C+,,
Ne,1,5122.3613,0.0030,1500,6.30e+05,C+,,
Ne,1,5128.280,0.020,20,,,,
Ne,2,5137.150,0.020,40,,,,
Ne,3,5142.80,0.10,160,,,,
Ne,1,5143.265,0.020,50,,,,
Ne,1,5144.9384,0.0004,5000,3.29e+06,C+,,
Ne,1,5145.011,0.020,5000,,,,
Ne,1,5145.1351,0.0030,350,7.81e+05,C+,,
Ne,1,5150.0842,0.0030,350,,,,
Ne,1,5151.9610,0.0004,750,1.71e+06,C+,,
Ne,1,5154.4271,0.0004,500,1.29e+06,C+,,
Ne,1,5156.6672,0.0004,500,1.51e+05,C,,
Ne,1,5158.9018,0.0004,500,1.12e+06,C+,,
Ne,1,5163.4847,0.0030,100,4.08e+05,C,,
Ne,2,5178.508,0.020,140,,,,
Ne,1,5182.320,0.020,20,,,,
Ne,1,5188.6122,0.0004,1500,,,,
Ne,2,5189.164,0.020,120,,,,
Ne,1,5191.3223,0.0004,350,8.66e+05,C+,,
Ne,1,5193.1251,0.0030,1500,9.15e+05,C+,,
Ne,1,5193.2240,0.0010,1500,1.58e+06,C+,,
Ne,2,5197.565,0.020,80,,,,
Ne,2,5198.481,0.020,160,,,,
Ne,2,5202.240,0.020,140,,,,
Ne,2,5203.58,0.04,22bl,,,,
Ne,1,5203.8962,0.0004,1500,2.31e+06,C+,,
Ne,1,5206.565,0.020,30,,,,
Ne,1,5208.8648,0.0004,700,1.43e+06,C+,,
Ne,1,5210.5672,0.0004,500,4.38e+05,C+,,
Ne,2,5212.363,0.020,80,,,,
Ne,2,5213.339,0.020,140,,,,
Ne,1,5214.3389,0.0004,350,4.39e+05,C,,
Ne,2,5218.268,0.020,22,,,,
Ne,1,5222.3517,0.0004,500,,,,
Ne,2,5231.523,0.020,80,,,,
Ne,1,5234.0271,0.0004,500,,,,
Ne,2,5234.637,0.020,60,,,,
Ne,2,5235.867,0.020,80,,,,
Ne,2,5245.834,0.020,40,,,,
Ne,2,5263.123,0.020,80,,,,
Ne,1,5274.0393,0.0004,400,,,,
Ne,1,5280.0853,0.0004,500,,,,
Ne,6,5280.3,1.5,7,,,,
Ne,6,5282.9,1.5,15,,,,
Ne,6,5287.2,1.5,18,,,,
Ne,6,5289.9,1.5,27,,,,
Ne,1,5298.1891,0.0004,1500,,,,
Ne,1,5304.7580,0.0004,700,,,,
Ne,1,5314.7851,0.0030,300,,,,
Ne,1,5316.8046,0.0030,250,,,,
Ne,1,5320.550,0.020,20,,,,
Ne,1,5326.3960,0.0010,750,5.49e+05,C+,,
Ne,1,5330.6720,0.0030,5,6.94e+05,C+,,
Ne,1,5330.7775,0.0004,6000,5.30e+06,C+,,
Ne,1,5333.3083,0.0030,500,4.70e+05,C+,,
Ne,1,5335.710,0.020,100,5.2e+04,C,,
Ne,1,5341.0938,0.0004,10000,7.74e+06,C+,,
Ne,1,5342.700,0.020,10,,,,
Ne,1,5343.0048,0.0030,100,,,,
Ne,1,5343.2834,0.0004,6000,9.76e+06,C+,,
Ne,1,5349.2038,0.0004,1500,,,,
Ne,1,5353.513,0.020,50,,,,
Ne,1,5355.1640,0.0030,1500,3.35e+05,C+,,
Ne,1,5355.3394,0.0030,50,1.18e+05,C,,
Ne,1,5355.4236,0.0030,1500,,,,
Ne,1,5358.020,0.020,100,,,,
Ne,1,5360.0121,0.0004,1500,,,,
Ne,1,5360.4271,0.0030,350,1.89e+05,C,,
Ne,1,5362.2334,0.0030,250,6.9e+04,C,,
Ne,1,5366.2169,0.0030,250,8.7e+04,C,,
Ne,1,5372.3110,0.0004,750,,,,
Ne,1,5374.9750,0.0010,500,6.44e+05,C+,,
Ne,2,5376.635,0.020,80,,,,
Ne,2,5377.255,0.020,80,,,,
Ne,2,5380.721,0.020,80,,,,
Ne,2,5380.886,0.020,60,,,,
Ne,1,5383.2457,0.0030,250,1.80e+05,C,,
Ne,2,5386.898,0.020,60,,,,
Ne,2,5387.209,0.020,80,,,,
Ne,2,5392.001,0.020,100,,,,
Ne,2,5392.248,0.020,100,,,,
Ne,2,5396.47,0.04,22w,,,,
Ne,2,5396.782,0.020,60,,,,
Ne,2,5396.965,0.020,120,,,,
Ne,2,5397.096,0.020,100,,,,
Ne,1,5400.5616,0.0004,20000,9.00e+05,B+,,
Ne,2,5405.152,0.020,140*,,,,
Ne,2,5405.152,0.020,140*,,,,
Ne,1,5410.12,0.02,50,,,,
Ne,2,5411.083,0.020,60,,,,
Ne,2,5411.263,0.020,100,,,,
Ne,1,5412.6490,0.0004,2500,3.01e+05,C+,,
Ne,1,5418.5584,0.0004,1500,3.78e+05,C,,
Ne,2,5420.09,0.04,12wbl,,,,
Ne,1,5420.155,0.020,500,4.33e+05,C,,
Ne,1,5433.6513,0.0004,2500,2.83e+05,B+,,
Ne,1,5447.120,0.020,80,,,,
Ne,1,5448.5091,0.0004,1500,4.65e+05,B+,,
Ne,1,5494.4158,0.0004,500,,,,
Ne,1,5507.3442,0.0030,250,,,,
Ne,1,5511.176,0.020,30,,,,
Ne,1,5511.485,0.020,150,,,,
Ne,1,5520.63,0.02,30,,,,
Ne,1,5533.6788,0.0004,750,,,,
Ne,1,5538.6510,0.0004,500,,,,
Ne,1,5559.0978,0.0030,350,,,,
Ne,1,5562.4416,0.0030,1500,1.43e+05,C,,
Ne,1,5562.7662,0.0004,5000,9.88e+05,C+,,
Ne,1,5563.0531,0.0030,750,1.02e+05,C,,
Ne,1,5576.0394,0.0030,350,,,,
Ne,1,5585.905,0.020,50,,,,
Ne,1,5589.3472,0.0030,500,,,,
Ne,1,5591.15,0.02,80,,,,
Ne,1,5652.5664,0.0004,750,7.37e+05,C+,,
Ne,1,5656.0258,0.0030,750,3.66e+05,C+,,
Ne,1,5656.6588,0.0004,5000,2.95e+06,C+,,
Ne,2,5662.200,0.020,40,,,,
Ne,1,5662.5489,0.0004,750,5.31e+05,B+,,
Ne,1,5684.647,0.020,250,,,,
Ne,1,5689.8163,0.0004,1500,1.41e+06,B+,,
Ne,1,5715.3409,0.0030,350,,,,
Ne,1,5718.8798,0.0030,1500,2.54e+05,C+,,
Ne,1,5719.2248,0.0004,5000,9.84e+05,C+,,
Ne,1,5719.5300,0.0030,750,1.96e+05,C,,
Ne,2,5742.437,0.020,80,,,,
Ne,1,5748.2985,0.0004,5000,3.34e+06,C+,,
Ne,1,5748.6446,0.0030,700,2.53e+05,C+,,
Ne,1,5760.5885,0.0004,700,5.06e+05,C+,,
Ne,1,5764.0525,0.0030,30,5.50e+05,C+,,
Ne,1,5764.4188,0.0004,7000,1.12e+07B,,
Ne,1,5770.3067,0.0030,500,4.04e+05,C+,,
Ne,1,5804.0900,0.0030,750,1.88e+05,C+,,
Ne,1,5804.4496,0.0004,5000,3.60e+06,C+,,
Ne,1,5811.4066,0.0004,3000,7.37e+05,C+,,
Ne,1,5816.6219,0.0030,500,1.73e+05,C,,
Ne,1,5820.1558,0.0004,5000,8.60e+06,C+,,
Ne,1,5828.9063,0.0030,750,2.87e+05,C,,
Ne,1,5852.4878,0.0005,20000,6.15e+07,AA,,
Ne,1,5868.4165,0.0030,750,8.26e+05,C+,,
Ne,1,5872.1450,0.0030,750,6.69e+05,C+,,
Ne,1,5872.8275,0.0004,5000,6.07e+06,C+,,
Ne,1,5881.8950,0.0005,10000,1.15e+07,B+,,
Ne,1,5898.3287,0.0030,200,2.01e+05,C,,
Ne,1,5902.0944,0.0030,30,7.35e+05,C+,,
Ne,1,5902.4623,0.0004,500,8.56e+06,C+,,
Ne,1,5902.7835,0.0004,50,1.25e+06,C+,,
Ne,1,5906.4294,0.0004,500,4.51e+06,C+,,
Ne,1,5913.6330,0.0010,2500,3.19e+06,C+,,
Ne,1,5918.9068,0.0004,2500,2.97e+06,C+,,
Ne,1,5919.0290,0.0040,80,4.15e+05,C+,,
Ne,1,5934.4522,0.0040,750,1.08e+06,C+,,
Ne,1,5939.3154,0.0040,500,2.00e+05,B+,,
Ne,1,5944.8340,0.0005,5000,1.13e+07,B+,,
Ne,1,5961.6228,0.0004,700,2.28e+06,C+,,
Ne,1,5965.4710,0.0004,5000,6.41e+06,C+,,
Ne,1,5966.1790,0.0040,350,2.42e+05,C+,,
